num_client;recence;frequence;montant;seg_recence;seg_frequence;seg_montant;seg_RF;seg_RFM;date_premiere_commande;min_montant;mean_montant;max_montant;sum_montant;NB_commande_V_avec_remise;sum_montant_remise;sum_montant_livraison
ID_436920;13;2;144.8;R2;F2;M2;RF2;RFM5;20JUL2021;38.8;72.4;106;144.8;0;;14.8
ID_438047;10;9;2118.53;R2;F3;M3;RF3;RFM9;26FEB2021;104.89;235.39222222;334.49;2118.53;0;;150.63
ID_438528;7;4;182.17;R3;F3;M2;RF3;RFM8;28JAN2022;18.7;45.5425;86.49;182.17;0;;24.67
ID_438631;24;1;73.99;R1;F1;M1;RF1;RFM1;14JAN2021;73.99;73.99;73.99;73.99;0;;5.99
ID_439122;2;4;475.59;R3;F3;M3;RF3;RFM9;05JAN2021;51.8;118.8975;242.8;475.59;0;-15;40.09
ID_439138;2;3;115.49;R3;F2;M2;RF3;RFM8;07MAR2022;36.3;38.496666667;40.2;115.49;0;;18.99
ID_439236;11;5;168.85;R2;F3;M2;RF3;RFM8;19DEC2021;10.49;33.77;84.99;168.85;0;;30.95
ID_439430;1;1;44.99;R3;F1;M1;RF2;RFM4;03DEC2022;44.99;44.99;44.99;44.99;0;;12.99
ID_439502;1;4;360.28;R3;F3;M3;RF3;RFM9;15DEC2021;11.99;90.07;305.6;360.28;0;-20;43.17
ID_439589;13;5;1872.28;R2;F3;M3;RF3;RFM9;13APR2021;34.3;374.456;882.99;1872.28;0;-15;164.28
ID_439692;13;9;208;R2;F3;M2;RF3;RFM8;11FEB2021;10.2;23.111111111;42.7;208;0;;54
ID_439759;18;1;52.99;R1;F1;M1;RF1;RFM1;07JUL2021;52.99;52.99;52.99;52.99;0;;3.99
ID_439880;12;1;42.99;R2;F1;M1;RF2;RFM4;23JAN2022;42.99;42.99;42.99;42.99;0;;5.49
ID_440235;21;1;121.99;R1;F1;M2;RF1;RFM2;10APR2021;121.99;121.99;121.99;121.99;0;-25;29.99
ID_440356;15;4;211.86;R1;F3;M2;RF2;RFM5;09JAN2021;8.89;52.965;112.99;211.86;0;-15;27.96
ID_440520;24;1;58;R1;F1;M1;RF1;RFM1;15JAN2021;58;58;58;58;0;;8
ID_440684;21;2;92.49;R1;F2;M2;RF1;RFM2;11JAN2021;32.99;46.245;59.5;92.49;0;;8.98
ID_440784;22;5;80.45;R1;F3;M2;RF2;RFM5;30JAN2021;9.99;16.09;23.99;80.45;0;;20.95
ID_441395;21;1;42.99;R1;F1;M1;RF1;RFM1;25APR2021;42.99;42.99;42.99;42.99;0;;3.99
ID_441449;1;3;183.58;R3;F2;M2;RF3;RFM8;16MAR2021;38.99;61.193333333;104.99;183.58;0;;14.58
ID_441705;7;1;15.5;R3;F1;M1;RF2;RFM4;16JUN2022;15.5;15.5;15.5;15.5;0;;4.6
ID_442454;13;4;450.97;R2;F3;M3;RF3;RFM9;10FEB2021;27.99;112.7425;194.49;450.97;0;-15;50.97
ID_442791;21;1;94.49;R1;F1;M2;RF1;RFM2;17APR2021;94.49;94.49;94.49;94.49;0;;19.49
ID_443;7;5;107.13;R3;F3;M2;RF3;RFM8;29SEP2021;12.2;21.426;30.49;107.13;0;;24.88
ID_4433;3;4;277.57;R3;F3;M2;RF3;RFM8;20JUN2021;55.62;69.3925;88.34;277.57;1;7.54;113.2
ID_443585;16;1;73;R1;F1;M1;RF1;RFM1;23SEP2021;73;73;73;73;0;;8
ID_443617;19;2;250.75;R1;F2;M2;RF1;RFM2;15APR2021;56.75;125.375;194;250.75;0;;50.8
ID_444601;14;1;15.99;R1;F1;M1;RF1;RFM1;07NOV2021;15.99;15.99;15.99;15.99;0;;3.49
ID_444665;1;1;46.49;R3;F1;M1;RF2;RFM4;04DEC2022;46.49;46.49;46.49;46.49;0;;7.49
ID_445432;20;1;28.99;R1;F1;M1;RF1;RFM1;02MAY2021;28.99;28.99;28.99;28.99;0;;3.99
ID_4455;14;2;52.7;R1;F2;M1;RF1;RFM1;21JAN2021;24.7;26.35;28;52.7;0;;12.7
ID_445678;3;14;555.4;R3;F3;M3;RF3;RFM9;03FEB2021;14.99;39.671428571;94.4;555.4;0;-8;78.9
ID_445851;11;1;45.7;R2;F1;M1;RF2;RFM4;02FEB2022;45.7;45.7;45.7;45.7;0;;11.2
ID_446594;6;4;414.49;R3;F3;M3;RF3;RFM9;04JUN2021;40.5;103.6225;182.99;414.49;0;;56.99
ID_447907;11;1;43.49;R2;F1;M1;RF2;RFM4;15FEB2022;43.49;43.49;43.49;43.49;0;;4.49
ID_448098;9;5;193.98;R2;F3;M2;RF3;RFM8;24JAN2021;13.1;38.796;118.99;193.98;0;-15;26.48
ID_449169;7;1;98.99;R3;F1;M2;RF2;RFM5;15JUN2022;98.99;98.99;98.99;98.99;0;;9.49
ID_449412;1;9;406.74;R3;F3;M3;RF3;RFM9;07FEB2021;12.2;45.193333333;93.6;406.74;0;;53.39
ID_45;24;1;51.8;R1;F1;M1;RF1;RFM1;29JAN2021;51.8;51.8;51.8;51.8;0;;6.8
ID_450050;7;1;135;R3;F1;M2;RF2;RFM5;05JUN2022;135;135;135;135;0;;25
ID_450332;8;3;165.49;R2;F2;M2;RF2;RFM5;23JAN2021;52;55.163333333;58;165.49;0;;25.49
ID_451798;6;3;1172.39;R3;F2;M3;RF3;RFM9;01JUL2021;137.39;390.79666667;819;1172.39;0;-54;130.48
ID_451939;14;3;455.2;R1;F2;M3;RF1;RFM3;13SEP2021;51;151.73333333;351.2;455.2;0;-87.8;69.19
ID_452093;10;1;17.49;R2;F1;M1;RF2;RFM4;08MAR2022;17.49;17.49;17.49;17.49;0;;4.49
ID_452233;11;3;138.97;R2;F2;M2;RF2;RFM5;21NOV2021;23.99;46.323333333;84.49;138.97;0;;16.97
ID_452302;13;1;40.99;R2;F1;M1;RF2;RFM4;23DEC2021;40.99;40.99;40.99;40.99;0;;12.99
ID_452358;1;4;370.79;R3;F3;M3;RF3;RFM9;06JAN2022;25.5;92.6975;201.99;370.79;0;;32.79
ID_452682;24;1;31.8;R1;F1;M1;RF1;RFM1;23JAN2021;31.8;31.8;31.8;31.8;0;;6.8
ID_452720;21;1;88.49;R1;F1;M2;RF1;RFM2;17APR2021;88.49;88.49;88.49;88.49;0;;3.99
ID_452869;18;2;29.48;R1;F2;M1;RF1;RFM1;10MAY2021;13.49;14.74;15.99;29.48;0;;6.98
ID_4531;7;5;341.66;R3;F3;M3;RF3;RFM9;09FEB2021;21.49;68.332;129.49;341.66;0;;25.16
ID_454610;2;13;1347.63;R3;F3;M3;RF3;RFM9;03JUN2021;16.99;103.66384615;694;1347.63;0;-36.9;139.63
ID_454791;7;6;791.46;R3;F3;M3;RF3;RFM9;31OCT2021;17.7;131.91;287.89;791.46;0;-20;81.35
ID_454952;16;2;48.99;R1;F2;M1;RF1;RFM1;13MAY2021;22.99;24.495;26;48.99;0;-25;8.69
ID_455022;1;4;109.87;R3;F3;M2;RF3;RFM8;11FEB2021;10.89;27.4675;41.5;109.87;0;;18.97
ID_455281;19;2;127.1;R1;F2;M2;RF1;RFM2;03FEB2021;45.3;63.55;81.8;127.1;0;;13.6
ID_456061;13;4;553.47;R2;F3;M3;RF3;RFM9;13FEB2021;19.99;138.3675;384.99;553.47;0;-15;44.46
ID_458021;1;6;1107.88;R3;F3;M3;RF3;RFM9;04SEP2021;40.84;184.64666667;599;1107.88;0;;63.68
ID_458073;3;4;870.09;R3;F3;M3;RF3;RFM9;15MAR2021;149.99;217.5225;286;870.09;0;-30;80.08
ID_45865;6;5;293.45;R3;F3;M3;RF3;RFM9;21NOV2021;28.99;58.69;100.99;293.45;0;;45.95
ID_458652;12;1;33.49;R2;F1;M1;RF2;RFM4;26JAN2022;33.49;33.49;33.49;33.49;0;;4.49
ID_458686;1;5;552.29;R3;F3;M3;RF3;RFM9;01OCT2021;25.49;110.458;170.5;552.29;0;-20;50.29
ID_458867;15;2;212.98;R1;F2;M2;RF1;RFM2;11APR2021;104.49;106.49;108.49;212.98;0;;38.98
ID_459207;7;6;164.85;R3;F3;M2;RF3;RFM8;14FEB2021;9;27.475;56.99;164.85;0;;38.94
ID_459598;22;2;139.99;R1;F2;M2;RF1;RFM2;12FEB2021;49;69.995;90.99;139.99;0;;12.99
ID_459783;12;2;156.98;R2;F2;M2;RF2;RFM5;11FEB2021;32.99;78.49;123.99;156.98;0;-78.5;49.48
ID_459815;23;1;53.89;R1;F1;M1;RF1;RFM1;02FEB2021;53.89;53.89;53.89;53.89;0;;4.49
ID_459927;16;2;218.48;R1;F2;M2;RF1;RFM2;06JAN2021;103.99;109.24;114.49;218.48;0;;9.48
ID_460081;7;3;163.99;R3;F2;M2;RF3;RFM8;08APR2021;33.49;54.663333333;67.5;163.99;0;;24.49
ID_460206;1;2;430.99;R3;F2;M3;RF3;RFM9;04JUN2022;89.99;215.495;341;430.99;0;;36.99
ID_460440;12;1;154.99;R2;F1;M2;RF2;RFM5;04JAN2022;154.99;154.99;154.99;154.99;0;-20;29.99
ID_460515;7;6;450.03;R3;F3;M3;RF3;RFM9;09JAN2021;29.6;75.005;130.25;450.03;0;-40;40.02
ID_460669;16;3;508.62;R1;F2;M3;RF1;RFM3;31MAY2021;83.14;169.54;275.99;508.62;0;-97;54.47
ID_460885;3;4;174.47;R3;F3;M2;RF3;RFM8;12SEP2021;23.5;43.6175;82.99;174.47;0;;25.47
ID_460934;9;1;23.2;R2;F1;M1;RF2;RFM4;20APR2022;23.2;23.2;23.2;23.2;0;;5.2
ID_460983;15;2;119.8;R1;F2;M2;RF1;RFM2;26SEP2021;31.8;59.9;88;119.8;0;;22.8
ID_461192;11;1;24.49;R2;F1;M1;RF2;RFM4;21FEB2022;24.49;24.49;24.49;24.49;0;;4.49
ID_461377;9;2;2024.98;R2;F2;M3;RF2;RFM6;28JAN2022;338.99;1012.49;1685.99;2024.98;0;-179;104.98
ID_461899;16;3;76.77;R1;F2;M2;RF1;RFM2;15FEB2021;11.49;25.59;43.29;76.77;0;;11.47
ID_461903;20;1;24.8;R1;F1;M1;RF1;RFM1;25MAY2021;24.8;24.8;24.8;24.8;0;;6.8
ID_462423;8;4;368.47;R2;F3;M3;RF3;RFM9;14FEB2021;25;92.1175;167.99;368.47;0;;27.96
ID_462503;11;3;76.48;R2;F2;M2;RF2;RFM5;20APR2021;17.99;25.493333333;40;76.48;0;;28.97
ID_462780;4;1;21.5;R3;F1;M1;RF2;RFM4;07SEP2022;21.5;21.5;21.5;21.5;0;;6.5
ID_462953;11;3;219.29;R2;F2;M2;RF2;RFM5;30JAN2021;48.2;73.096666667;96.49;219.29;0;-15;22.49
ID_463297;23;1;55.6;R1;F1;M1;RF1;RFM1;28FEB2021;55.6;55.6;55.6;55.6;0;;9.6
ID_463361;1;1;49;R3;F1;M1;RF2;RFM4;14DEC2022;49;49;49;49;0;;8.5
ID_4640;3;2;172.99;R3;F2;M2;RF3;RFM8;04MAR2022;46;86.495;126.99;172.99;0;;22.99
ID_464114;6;3;311.6;R3;F2;M3;RF3;RFM9;10SEP2021;25.1;103.86666667;254;311.6;0;;38.2
ID_464545;1;4;1147.96;R3;F3;M3;RF3;RFM9;31DEC2021;40.99;286.99;895.49;1147.96;0;;83.46
ID_464662;4;4;194;R3;F3;M2;RF3;RFM8;19JUN2022;24;48.5;91.51;194;0;;49.99
ID_464797;8;1;10.2;R2;F1;M1;RF2;RFM4;22MAY2022;10.2;10.2;10.2;10.2;0;;4.2
ID_464813;19;1;21.49;R1;F1;M1;RF1;RFM1;10JUN2021;21.49;21.49;21.49;21.49;0;;3.49
ID_464904;1;4;221.68;R3;F3;M2;RF3;RFM8;14DEC2021;19.7;55.42;140;221.68;0;;42.18
ID_464909;11;1;329.99;R2;F1;M3;RF2;RFM6;02FEB2022;329.99;329.99;329.99;329.99;0;;29.99
ID_465112;6;5;2052.19;R3;F3;M3;RF3;RFM9;30OCT2021;38.39;410.438;1081.6;2052.19;0;-290.4;192.58
ID_465184;13;2;108.89;R2;F2;M2;RF2;RFM5;21NOV2021;46.4;54.445;62.49;108.89;0;;9.19
ID_465225;3;2;54.19;R3;F2;M1;RF3;RFM7;10MAR2021;24.49;27.095;29.7;54.19;0;;12.69
ID_465276;1;3;149.69;R3;F2;M2;RF3;RFM8;10SEP2021;40;49.896666667;65.2;149.69;0;;26.69
ID_465345;1;2;49.48;R3;F2;M1;RF3;RFM7;05FEB2022;22.49;24.74;26.99;49.48;0;;11.48
ID_465627;1;7;1228.39;R3;F3;M3;RF3;RFM9;08JAN2021;48.3;175.48428571;602;1228.39;0;-20;61.39
ID_465930;3;4;657.83;R3;F3;M3;RF3;RFM9;11JAN2022;52;164.4575;313;657.83;0;-35;89.48
ID_465975;13;2;93.8;R2;F2;M2;RF2;RFM5;13FEB2021;46.3;46.9;47.5;93.8;0;;14.8
ID_466127;7;4;880.28;R3;F3;M3;RF3;RFM9;04APR2021;40.99;220.07;429;880.28;0;-20;113.48
ID_466202;2;5;1478.38;R3;F3;M3;RF3;RFM9;26NOV2021;108.49;295.676;950;1478.38;0;-55;110.88
ID_466264;14;3;351.97;R1;F2;M3;RF1;RFM3;16SEP2021;35.49;117.32333333;207.99;351.97;0;;54.97
ID_466283;1;15;2115.61;R3;F3;M3;RF3;RFM9;19FEB2021;18.5;141.04066667;458.6;2115.61;0;-70;235.21
ID_466348;16;2;62.28;R1;F2;M1;RF1;RFM1;12SEP2021;23.49;31.14;38.79;62.28;0;;9.48
ID_466612;14;4;126.93;R1;F3;M2;RF2;RFM5;26APR2021;15.95;31.7325;45;126.93;0;;27.17
ID_466617;15;1;35.8;R1;F1;M1;RF1;RFM1;12OCT2021;35.8;35.8;35.8;35.8;0;;6.8
ID_466700;14;2;937.99;R1;F2;M3;RF1;RFM3;29MAR2021;159.99;468.995;778;937.99;0;;58.99
ID_466801;12;3;376.47;R2;F2;M3;RF2;RFM6;22JAN2021;78.49;125.49;189.49;376.47;0;;44.97
ID_466879;9;1;31.1;R2;F1;M1;RF2;RFM4;05APR2022;31.1;31.1;31.1;31.1;0;;5.2
ID_466953;9;4;234.59;R2;F3;M2;RF3;RFM8;09FEB2021;27.49;58.6475;104.6;234.59;0;;34.98
ID_467006;7;5;809.78;R3;F3;M3;RF3;RFM9;30MAY2021;31.8;161.956;347.5;809.78;0;;99.28
ID_467021;6;3;256.4;R3;F2;M2;RF3;RFM8;27JUN2022;73.7;85.466666667;95;256.4;0;-16.8;25
ID_467097;21;1;80.49;R1;F1;M2;RF1;RFM2;02APR2021;80.49;80.49;80.49;80.49;0;;5.49
ID_467389;14;3;221.18;R1;F2;M2;RF1;RFM2;23JUL2021;20.6;73.726666667;171.59;221.18;0;-16.9;28.18
ID_467393;2;1;104.5;R3;F1;M2;RF2;RFM5;23NOV2022;104.5;104.5;104.5;104.5;0;;6.5
ID_467411;20;1;93.8;R1;F1;M2;RF1;RFM2;12MAY2021;93.8;93.8;93.8;93.8;0;;6.8
ID_467558;13;1;137.49;R2;F1;M2;RF2;RFM5;19DEC2021;137.49;137.49;137.49;137.49;0;;19.49
ID_467569;2;2;74.99;R3;F2;M2;RF3;RFM8;23OCT2022;29.5;37.495;45.49;74.99;0;;14.99
ID_467963;2;4;450.46;R3;F3;M3;RF3;RFM9;26FEB2021;29.49;112.615;214.49;450.46;0;;60.46
ID_468019;8;3;200.19;R2;F2;M2;RF2;RFM5;12JUN2021;18.49;66.73;157.5;200.19;0;-20;39.19
ID_468137;13;5;340.57;R2;F3;M3;RF3;RFM9;15JAN2021;22.5;68.114;111.6;340.57;0;;34.57
ID_468193;11;2;164.69;R2;F2;M2;RF2;RFM5;22MAR2021;25.7;82.345;138.99;164.69;0;;34.69
ID_468306;19;2;314.98;R1;F2;M3;RF1;RFM3;12FEB2021;31.99;157.49;282.99;314.98;0;;33.98
ID_468494;6;5;698.97;R3;F3;M3;RF3;RFM9;20APR2021;33.8;139.794;448.49;698.97;0;;37.47
ID_468635;3;3;296.48;R3;F2;M3;RF3;RFM9;12JUL2022;65.49;98.826666667;137;296.48;0;;29.48
ID_468945;1;1;27.9;R3;F1;M1;RF2;RFM4;17DEC2022;27.9;27.9;27.9;27.9;0;;7.2
ID_469013;1;4;251.99;R3;F3;M2;RF3;RFM8;15MAY2022;30.5;62.9975;132.5;251.99;0;-15;60.49
ID_469576;3;1;34.2;R3;F1;M1;RF2;RFM4;12OCT2022;34.2;34.2;34.2;34.2;0;;5.2
ID_469601;13;3;84.89;R2;F2;M2;RF2;RFM5;12MAY2021;17.2;28.296666667;48.7;84.89;0;;13.39
ID_469615;11;4;134.77;R2;F3;M2;RF3;RFM8;26FEB2022;8.99;33.6925;63.49;134.77;0;;20.77
ID_470017;10;3;333.97;R2;F2;M3;RF2;RFM6;23JAN2021;54.99;111.32333333;199.49;333.97;0;;28.47
ID_470125;7;3;187.48;R3;F2;M2;RF3;RFM8;06MAR2021;37.99;62.493333333;103.49;187.48;0;-35;35.99
ID_470252;18;1;26.99;R1;F1;M1;RF1;RFM1;11JUL2021;26.99;26.99;26.99;26.99;0;-2.5;4.49
ID_470260;4;5;409.58;R3;F3;M3;RF3;RFM9;18MAY2021;44.5;81.916;112.49;409.58;0;-40;56.58
ID_470418;24;1;17.49;R1;F1;M1;RF1;RFM1;08JAN2021;17.49;17.49;17.49;17.49;0;;3.49
ID_470438;14;1;32.6;R1;F1;M1;RF1;RFM1;04NOV2021;32.6;32.6;32.6;32.6;0;;6.8
ID_470781;14;1;37.6;R1;F1;M1;RF1;RFM1;28NOV2021;37.6;37.6;37.6;37.6;0;;9.6
ID_470787;23;2;217.1;R1;F2;M2;RF1;RFM2;03FEB2021;40;108.55;177.1;217.1;0;;17.6
ID_471033;23;1;40.3;R1;F1;M1;RF1;RFM1;01FEB2021;40.3;40.3;40.3;40.3;0;;6.8
ID_471954;13;1;15.99;R2;F1;M1;RF2;RFM4;20DEC2021;15.99;15.99;15.99;15.99;0;;3.49
ID_472092;13;3;575.58;R2;F2;M3;RF2;RFM6;19OCT2021;40.6;191.86;326.99;575.58;0;;52.58
ID_472316;3;1;65.2;R3;F1;M1;RF2;RFM4;13OCT2022;65.2;65.2;65.2;65.2;0;;7.2
ID_472628;15;1;35.99;R1;F1;M1;RF1;RFM1;31OCT2021;35.99;35.99;35.99;35.99;0;;5.99
ID_472854;13;3;179.99;R2;F2;M2;RF2;RFM5;05JAN2021;22.99;59.996666667;118;179.99;0;;37.98
ID_472940;10;5;899.79;R2;F3;M3;RF3;RFM9;06MAR2021;66.49;179.958;414;899.79;0;;122.49
ID_473097;4;3;335.95;R3;F2;M3;RF3;RFM9;09MAY2022;57.7;111.98333333;146;335.95;0;;29.45
ID_473150;13;1;18.49;R2;F1;M1;RF2;RFM4;04DEC2021;18.49;18.49;18.49;18.49;0;;4.99
ID_473152;16;1;59.99;R1;F1;M1;RF1;RFM1;13SEP2021;59.99;59.99;59.99;59.99;0;;4.99
ID_473360;13;4;231.09;R2;F3;M2;RF3;RFM8;12JAN2021;16.8;57.7725;159.49;231.09;0;-15;41.09
ID_473377;1;2;336.2;R3;F2;M3;RF3;RFM9;21JAN2021;47.2;168.1;289;336.2;0;-9.4;34.6
ID_473459;21;1;163.49;R1;F1;M2;RF1;RFM2;05APR2021;163.49;163.49;163.49;163.49;0;-25;19.49
ID_473565;22;2;55;R1;F2;M1;RF1;RFM1;16FEB2021;16.2;27.5;38.8;55;0;;11.5
ID_473714;11;1;539.49;R2;F1;M3;RF2;RFM6;27FEB2022;539.49;539.49;539.49;539.49;0;;19.49
ID_474032;11;6;525.94;R2;F3;M3;RF3;RFM9;21MAR2021;34.99;87.656666667;128.99;525.94;0;;78.94
ID_474069;6;5;833.26;R3;F3;M3;RF3;RFM9;23MAY2021;50.8;166.652;357.99;833.26;0;-25.62;84.78
ID_474225;19;2;150.98;R1;F2;M2;RF1;RFM2;02FEB2021;42.49;75.49;108.49;150.98;0;;23.98
ID_474348;24;1;12.33;R1;F1;M1;RF1;RFM1;30JAN2021;12.33;12.33;12.33;12.33;0;-1.96;4.49
ID_474477;7;3;325.5;R3;F2;M3;RF3;RFM9;25FEB2021;9;108.5;290;325.5;0;-20;34.99
ID_474784;12;1;23.05;R2;F1;M1;RF2;RFM4;18JAN2022;23.05;23.05;23.05;23.05;0;-4.64;4.49
ID_474880;14;2;84.48;R1;F2;M2;RF1;RFM2;24JUN2021;22.49;42.24;61.99;84.48;0;;16.48
ID_47496;9;1;33.49;R2;F1;M1;RF2;RFM4;02APR2022;33.49;33.49;33.49;33.49;0;;7.49
ID_475138;6;1;24.2;R3;F1;M1;RF2;RFM4;23JUL2022;24.2;24.2;24.2;24.2;0;;5.2
ID_475372;13;1;28.7;R2;F1;M1;RF2;RFM4;06DEC2021;28.7;28.7;28.7;28.7;0;;4.7
ID_475583;3;1;65.2;R3;F1;M1;RF2;RFM4;13OCT2022;65.2;65.2;65.2;65.2;0;;7.2
ID_475598;23;1;6;R1;F1;M1;RF1;RFM1;25FEB2021;6;6;6;6;0;;4.99
ID_475639;7;7;180.19;R3;F3;M2;RF3;RFM8;16FEB2021;14.7;25.741428571;42.49;180.19;0;;39.18
ID_475818;10;2;166.99;R2;F2;M2;RF2;RFM5;08FEB2022;35.49;83.495;131.5;166.99;0;;39.99
ID_475873;6;5;195.76;R3;F3;M2;RF3;RFM8;09FEB2021;32.99;39.152;44.99;195.76;0;;28.26
ID_476140;3;2;80.8;R3;F2;M2;RF3;RFM8;09DEC2021;40.2;40.4;40.6;80.8;0;;14.8
ID_476143;2;1;26.5;R3;F1;M1;RF2;RFM4;25NOV2022;26.5;26.5;26.5;26.5;0;;6.5
ID_476249;7;1;23.6;R3;F1;M1;RF2;RFM4;12JUN2022;23.6;23.6;23.6;23.6;0;;4.6
ID_476257;1;4;201.49;R3;F3;M2;RF3;RFM8;09APR2021;32.5;50.3725;68;201.49;0;;25.49
ID_476305;3;2;57.69;R3;F2;M1;RF3;RFM7;09FEB2022;14.2;28.845;43.49;57.69;0;;9.69
ID_476362;4;3;424;R3;F2;M3;RF3;RFM9;14OCT2021;135;141.33333333;147;424;0;;132
ID_476386;3;4;289.07;R3;F3;M2;RF3;RFM8;10FEB2021;42.39;72.2675;100.2;289.07;0;;18.17
ID_476442;10;1;95.4;R2;F1;M2;RF2;RFM5;28MAR2022;95.4;95.4;95.4;95.4;0;;17.4
ID_476669;4;2;48.98;R3;F2;M1;RF3;RFM7;12JUN2021;11.99;24.49;36.99;48.98;0;;16.98
ID_476738;8;4;350.38;R2;F3;M3;RF3;RFM9;26FEB2021;19.7;87.595;239.99;350.38;0;;46.38
ID_476768;24;2;154.09;R1;F2;M2;RF1;RFM2;12JAN2021;66.49;77.045;87.6;154.09;0;;14.59
ID_476851;8;2;63.19;R2;F2;M1;RF2;RFM4;22MAY2021;28.49;31.595;34.7;63.19;0;;8.69
ID_476886;3;2;314.19;R3;F2;M3;RF3;RFM9;12APR2021;34.2;157.095;279.99;314.19;0;;35.19
ID_476895;24;1;51.49;R1;F1;M1;RF1;RFM1;20JAN2021;51.49;51.49;51.49;51.49;0;;5.49
ID_476976;1;10;1225.22;R3;F3;M3;RF3;RFM9;25FEB2022;24.89;122.522;524.99;1225.22;0;;170.32
ID_477123;6;4;453.17;R3;F3;M3;RF3;RFM9;12NOV2021;22.19;113.2925;279.99;453.17;0;-6.5;68.47
ID_477183;14;1;35.7;R1;F1;M1;RF1;RFM1;11NOV2021;35.7;35.7;35.7;35.7;0;;4.7
ID_477206;13;1;125.99;R2;F1;M2;RF2;RFM5;19DEC2021;125.99;125.99;125.99;125.99;0;;29.99
ID_477242;10;1;38.99;R2;F1;M1;RF2;RFM4;01MAR2022;38.99;38.99;38.99;38.99;0;;4.49
ID_477297;2;4;369.09;R3;F3;M3;RF3;RFM9;02APR2021;16.2;92.2725;215.4;369.09;0;-49.5;39.58
ID_477319;19;3;285.27;R1;F2;M2;RF1;RFM2;11FEB2021;61.99;95.09;132.79;285.27;0;;19.97
ID_477533;1;5;510.47;R3;F3;M3;RF3;RFM9;18JAN2021;21.99;102.094;360;510.47;0;;81.97
ID_477858;23;1;16;R1;F1;M1;RF1;RFM1;27FEB2021;16;16;16;16;0;;4.49
ID_477923;14;3;71.98;R1;F2;M1;RF1;RFM1;11FEB2021;13.99;23.993333333;32.99;71.98;0;;20.97
ID_478072;13;2;419.99;R2;F2;M3;RF2;RFM6;31DEC2021;168.99;209.995;251;419.99;0;;27.99
ID_478261;13;2;146.98;R2;F2;M2;RF2;RFM5;10APR2021;28.99;73.49;117.99;146.98;0;;10.79
ID_478330;9;3;214.14;R2;F2;M2;RF2;RFM5;04SEP2021;24.49;71.38;97.25;214.14;0;;34.14
ID_478378;1;9;410.85;R3;F3;M3;RF3;RFM9;13JAN2022;9.99;45.65;110.49;410.85;0;;69.95
ID_478401;14;3;108.97;R1;F2;M2;RF1;RFM2;01JAN2021;20.99;36.323333333;45.99;108.97;0;;13.47
ID_478471;13;1;40.95;R2;F1;M1;RF2;RFM4;31DEC2021;40.95;40.95;40.95;40.95;0;;4.7
ID_478520;13;1;104.49;R2;F1;M2;RF2;RFM5;23DEC2021;104.49;104.49;104.49;104.49;0;;19.49
ID_478937;3;4;136.03;R3;F3;M2;RF3;RFM8;21MAR2021;19.2;34.0075;52.99;136.03;0;;18.28
ID_478997;14;2;87.69;R1;F2;M2;RF1;RFM2;17NOV2021;28.7;43.845;58.99;87.69;0;;13.19
ID_479050;1;2;376.7;R3;F2;M3;RF3;RFM9;30JAN2021;27.7;188.35;349;376.7;0;;59.7
ID_479132;7;1;65.6;R3;F1;M1;RF2;RFM4;29JUN2022;65.6;65.6;65.6;65.6;0;;10
ID_479428;20;1;28.99;R1;F1;M1;RF1;RFM1;02MAY2021;28.99;28.99;28.99;28.99;0;;3.99
ID_479510;18;2;65.8;R1;F2;M1;RF1;RFM1;28JUL2021;32.85;32.9;32.95;65.8;0;-6.03;11.48
ID_4797;7;4;353.5;R3;F3;M3;RF3;RFM9;29SEP2021;25.46;88.375;155.06;353.5;0;-20;138.36
ID_479844;13;2;84.14;R2;F2;M2;RF2;RFM5;03JUL2021;26.99;42.07;57.15;84.14;0;;9.69
ID_479904;2;5;657.46;R3;F3;M3;RF3;RFM9;22JUL2021;57.99;131.492;214.49;657.46;0;;84.46
ID_480365;13;2;203.79;R2;F2;M2;RF2;RFM5;01DEC2021;13.8;101.895;189.99;203.79;0;;36.79
ID_480486;2;6;1033.59;R3;F3;M3;RF3;RFM9;09JAN2021;22.2;172.265;464;1033.59;0;-15;120.07
ID_480647;7;2;36.19;R3;F2;M1;RF3;RFM7;16MAR2021;15.99;18.095;20.2;36.19;0;;9.19
ID_480658;1;2;204.6;R3;F2;M2;RF3;RFM8;13JUL2022;65.4;102.3;139.2;204.6;0;;19.2
ID_480685;12;3;341.99;R2;F2;M3;RF2;RFM6;23FEB2021;42;113.99666667;229.99;341.99;0;;15.18
ID_480858;20;1;33;R1;F1;M1;RF1;RFM1;30MAY2021;33;33;33;33;0;;8
ID_480955;7;4;887.47;R3;F3;M3;RF3;RFM9;11APR2021;51.49;221.8675;670;887.47;0;;81.47
ID_481015;13;1;44.5;R2;F1;M1;RF2;RFM4;12DEC2021;44.5;44.5;44.5;44.5;0;;4.49
ID_481128;15;2;94.48;R1;F2;M2;RF1;RFM2;03FEB2021;12.99;47.24;81.49;94.48;0;;7.98
ID_481242;4;3;500.05;R3;F2;M3;RF3;RFM9;27APR2021;81.8;166.68333333;321;500.05;0;-20;50.05
ID_481321;11;1;99;R2;F1;M2;RF2;RFM5;19FEB2022;99;99;99;99;0;;8
ID_481468;20;1;27.2;R1;F1;M1;RF1;RFM1;17MAY2021;27.2;27.2;27.2;27.2;0;;4.7
